No.;nr_lokasi;nr_plot;nr_class;nr_ind;ID_ind;name_sp;nr_circ;nr_dbh;nr_basalarea;canopy_openness;canopy_closedness;canopy_class;nr_FW;nr_DW;sample_extract;sample_la;ft_la;la_sum;ft_sla;ft_ldmc;sample_stomata;ft_stomata;517nm;dpph_batch;dpph_blank;dpph_rsa;dpph_content;ft_dpph;ft_dpphrsa;520nm;proline_sample;proline_content;ft_proline;663nm;645nm;470nm;chla_sample;chlb_sample;totalchl_sample;chla_content;chlb_content;totalchl_content;ft_chla;ft_chlb;ft_totalchl
716;Semak Belukar;12;2;15;S.12.2.015;Trema orientale;;4.38;15,059,754;0.694;0.306;Open;2.57;1.07;TRUE;TRUE;34.61;173.05;161.73;0.4163;FALSE;;0.101;44;0.367;72.48;18.12;18.12;72.48;0.076;4,470,588,235;4,470,588,235;4,470,588,235;1,637;0.84;1,806;18.53;11.57;30.10;185,303;1,157,484;3,009,674;185,303;1,157,484;3,009,674
717;Semak Belukar;12;2;16;S.12.2.016;Trema orientale;;7.74;47,027,466;0.694;0.306;Open;1.53;0.55;TRUE;TRUE;28,282;141.41;257.11;0.3595;FALSE;;0.188;46;0.532;64.66;16,165;16,165;64.66;0.059;3,470,588,235;3,470,588,235;3,470,588,235;;;;0.00;0.00;0.00;0;0;0;0;0;0
718;Semak Belukar;12;2;17;S.12.2.017;Nauclea sp.;;4.41;152,667,585;0.694;0.306;Open;48.56;18.95;TRUE;TRUE;294,532;1472.66;77.71;0.3902;FALSE;;0.145;47;0.514;71.79;179,475;179,475;71.79;0.032;1,882,352,941;1,882,352,941;1,882,352,941;1,051;0.37;2.86;12.35;3.55;15.90;123,524;0.355432;1,590,302;123,524;0.355432;1,590,302
719;Semak Belukar;12;2;18;S.12.2.018;Acacia mangium;;3.76;11,098,016;0.694;0.306;Open;12.72;3.91;TRUE;TRUE;116,092;580.46;148.46;0.3074;TRUE;85;0.016;47;0.514;96.89;242,225;242,225;96.89;-0.006;-0.3529411765;-3,529,411,765;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
720;Semak Belukar;12;2;19;S.12.2.019;Acacia mangium;;3.19;79,882,385;0.694;0.306;Open;15.21;4.25;TRUE;TRUE;134,944;674.72;158.76;0.2794;TRUE;101;0.212;47;0.514;58.75;146,875;146,875;58.75;0.019;1,117,647,059;1,117,647,059;1,117,647,059;1,103;0.492;2.04;12.68;6.10;18.78;1,268,462;0.610476;1,878,446;1,268,462;0.610476;1,878,446
721;Semak Belukar;12;2;21;S.12.2.021;Nauclea sp.;;6.88;37,157,504;0.694;0.306;Open;34.12;11.61;TRUE;TRUE;242,774;1213.87;104.55;0.3403;TRUE;80;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
722;Semak Belukar;12;2;22;S.12.2.022;Trema orientale;;2.89;65,563,985;0.694;0.306;Open;1.81;0.64;TRUE;TRUE;32,692;163.46;255.41;0.3536;FALSE;;0.077;44;0.367;79.02;19,755;19,755;79.02;0.093;5,470,588,235;5,470,588,235;5,470,588,235;2,163;1,185;3,302;24.28;17.01;41.28;2,428,245;1,701,366;4,128,426;2,428,245;1,701,366;4,128,426
723;Semak Belukar;12;2;23;S.12.2.023;Eusideroxylon zwageri;;4.29;144,472,185;0.694;0.306;Open;24.57;9.48;TRUE;TRUE;210,976;1054.88;111.27;0.3858;FALSE;;0.032;44;0.367;91.28;22.82;22.82;91.28;-0.089;-5,235,294,118;-5,235,294,118;0;1,502;0.682;3,078;17.24;8.59;25.82;1,724,082;0.858844;2,582,244;1,724,082;0.858844;2,582,244
724;Semak Belukar;12;2;24;S.12.2.024;Paracroton pendulus;;1;0.785;0.694;0.306;Open;29.92;8.99;TRUE;TRUE;260,522;1302.61;144.90;0.3005;TRUE;35;0.504;48;0.52;3.08;0.77;0.77;3.08;0.037;2,176,470,588;2,176,470,588;2,176,470,588;1,644;0.809;1,697;18.70;10.83;29.53;1,870,259;1,083,218;2,952,668;1,870,259;1,083,218;2,952,668
725;Semak Belukar;12;2;25;S.12.2.025;Macaranga motleyana;;1.19;11,116,385;0.694;0.306;Open;8.95;3.25;TRUE;TRUE;153.5;767.5;236.15;0.3631;TRUE;82;0.188;48;0.52;63.85;159,625;159,625;63.85;0;0;0;0;2,459;1,346;2,797;27.61;19.32;46.91;2,760,856;1,931,528;4,691,038;2,760,856;1,931,528;4,691,038
726;Semak Belukar;12;2;26;S.12.2.026;Mallotus paniculatus;;4.92;19,002,024;0.694;0.306;Open;5.67;2.24;TRUE;TRUE;50,802;254.01;113.40;0.3951;FALSE;;0.195;44;0.367;46.87;117,175;117,175;46.87;0.147;8,647,058,824;8,647,058,824;8,647,058,824;0.406;0.283;0.732;4.39;4.58;8.97;0.439493;0.458062;0.897272;0.439493;0.458062;0.897272
727;Semak Belukar;12;2;27;S.12.2.027;Mallotus paniculatus;;3.33;87,047,865;0.694;0.306;Open;9.32;3.6;TRUE;TRUE;112,864;564.32;156.76;0.3863;FALSE;;0.226;47;0.514;56.03;140,075;140,075;56.03;0.135;7,941,176,471;7,941,176,471;7,941,176,471;-0.016;-0.081;0.23;0.01;-1.78;-1.76;0.001469;-0.178002;-0.176452;0.001469;0;0
728;Semak Belukar;13;1;2;S.13.1.002;Boschia griffithii;;0.19;0.0283385;0.762;0.238;Open;2.66;1.06;TRUE;TRUE;30.9;154.5;145.75;0.3985;TRUE;59;0.157;50;0.46;65.87;164,675;164,675;65.87;0.1;5,882,352,941;5,882,352,941;5,882,352,941;0.966;0.442;1,182;11.08;5.60;16.68;1,107,922;0.560092;1,667,572;1,107,922;0.560092;1,667,572
729;Semak Belukar;13;1;7;S.13.1.007;Boschia griffithii;;0.2;0.0314;0.762;0.238;Open;2.66;1.02;TRUE;TRUE;32,834;164.17;160.95;0.3835;TRUE;48;0.243;48;0.52;53.27;133,175;133,175;53.27;-0.01;-0.5882352941;-5,882,352,941;0;1,601;0.841;1,823;18.07;11.77;29.83;1,807,041;1,176,622;2,982,822;1,807,041;1,176,622;2,982,822
730;Semak Belukar;13;1;8;S.13.1.008;Boschia griffithii;;0.21;0.0346185;0.762;0.238;Open;2.86;1.08;TRUE;TRUE;28,776;143.88;133.22;0.3776;TRUE;44;0.132;51;0.499;73.55;183,875;183,875;73.55;-0.043;-2,529,411,765;-2,529,411,765;0;1,941;0.934;2,467;22.14;12.30;34.43;2,213,824;1,230,472;3,443,362;2,213,824;1,230,472;3,443,362
731;Semak Belukar;13;1;9;S.13.1.009;Boschia griffithii;;0.24;0.045216;0.762;0.238;Open;2.58;1.08;TRUE;TRUE;26,378;131.89;122.12;0.4186;TRUE;46;0.146;51;0.499;70.74;17,685;17,685;70.74;0.038;2,235,294,118;2,235,294,118;2,235,294,118;1.46;0.746;2,327;16.54;10.25;26.78;1,653,526;102,506;267,784;1,653,526;102,506;267,784
732;Semak Belukar;13;1;10;S.13.1.010;Boschia griffithii;;0.41;0.1319585;0.762;0.238;Open;2.58;0.99;TRUE;TRUE;22,242;111.21;112.33;0.3837;TRUE;50;0.184;50;0.46;60;15;15;60;0.037;2,176,470,588;2,176,470,588;2,176,470,588;1,106;0.565;1,595;12.53;7.76;20.28;1,252,635;0.776242;2,028,312;1,252,635;0.776242;2,028,312
733;Semak Belukar;13;2;1;S.13.2.001;Trema orientale;;5.38;22,721,354;0.762;0.238;Open;8.87;2.27;TRUE;TRUE;34.31;171.55;75.57;0.2559;FALSE;;0.115;51;0.499;76.95;192,375;192,375;76.95;0.168;9,882,352,941;9,882,352,941;9,882,352,941;2,307;1,312;3,212;25.77;19.25;45.00;2,576,962;1,924,804;4,500,454;2,576,962;1,924,804;4,500,454
734;Semak Belukar;13;2;2;S.13.2.002;Croton argyratus;;0.64;0.321536;0.762;0.238;Open;6.6;1.62;TRUE;TRUE;219.55;1097.75;677.62;0.2455;TRUE;8;0.212;49;0.475;55.37;138,425;138,425;55.37;0.114;6,705,882,353;6,705,882,353;6,705,882,353;2,095;1,059;2,673;23.76;14.45;38.19;2,375,779;144,465;381,937;2,375,779;144,465;381,937
735;Semak Belukar;13;2;3;S.13.2.003;Acacia mangium;;1.49;17,427,785;0.762;0.238;Open;32.47;7.24;TRUE;TRUE;46,238;231.19;31.93;0.2230;TRUE;96;0.192;49;0.475;59.58;14,895;14,895;59.58;0.123;7,235,294,118;7,235,294,118;7,235,294,118;2,569;1,268;3,303;29.22;17.01;46.22;2,921,538;1,701,428;4,621,698;2,921,538;1,701,428;4,621,698
736;Semak Belukar;13;2;4;S.13.2.004;Trema orientale;;6.33;314,540,865;0.762;0.238;Open;3.45;0.87;TRUE;TRUE;25,218;126.09;144.93;0.2522;FALSE;;0.148;49;0.475;68.84;17.21;17.21;68.84;0.164;9,647,058,824;9,647,058,824;9,647,058,824;1,393;0.819;2,686;15.49;12.24;27.72;1,548,799;1,223,586;2,771,566;1,548,799;1,223,586;2,771,566
737;Semak Belukar;13;2;5;S.13.2.005;Acacia mangium;;1.29;13,063,185;0.762;0.238;Open;6.01;1.38;TRUE;TRUE;41,914;209.57;151.86;0.2296;TRUE;130;0.123;51;0.499;75.35;188,375;188,375;75.35;0.108;6,352,941,176;6,352,941,176;6,352,941,176;1,093;0.52;1.81;12.48;6.79;19.27;124,823;0.679276;1,926,986;124,823;0.679276;1,926,986
738;Semak Belukar;13;2;6;S.13.2.006;Trema orientale;;5.53;240,060,065;0.762;0.238;Open;4.81;1.47;TRUE;TRUE;27,586;137.93;93.83;0.3056;FALSE;;0.98;49;0.475;-106.32;-26.58;0;0;-0.049;-2,882,352,941;-2,882,352,941;0;1,473;0.656;1,849;16.94;8.13;25.06;1,694,246;0.812876;2,506,466;1,694,246;0.812876;2,506,466
739;Semak Belukar;13;2;7;S.13.2.007;Leea indica;;6.71;353,439,185;0.762;0.238;Open;6.87;2.46;TRUE;TRUE;75,582;377.91;153.62;0.3581;TRUE;75;0.391;49;0.475;17.68;4.42;4.42;17.68;0.048;2,823,529,412;2,823,529,412;2,823,529,412;0.737;0.451;0.92;8.15;6.88;15.02;0.814671;0.687874;1,502,094;0.814671;0.687874;1,502,094
740;Semak Belukar;13;2;8;S.13.2.008;Callicarpa pentandra;;3.97;123,723,065;0.762;0.238;Open;5.88;1.99;TRUE;TRUE;57,144;285.72;143.58;0.3384;FALSE;;0.198;51;0.499;60.32;15.08;15.08;60.32;0.09;5,294,117,647;5,294,117,647;5,294,117,647;1,442;0.788;1,892;16.19;11.30;27.48;1,619,368;1,129,664;2,748,244;1,619,368;1,129,664;2,748,244
741;Semak Belukar;13;2;10;S.13.2.010;Trema orientale;;2.98;6,971,114;0.762;0.238;Open;4.63;1.54;TRUE;TRUE;17,596;87.98;57.13;0.3326;FALSE;;0.438;50;0.46;4.78;1,195;1,195;4.78;-0.049;-2,882,352,941;-2,882,352,941;0;0.502;0.305;0.581;5.55;4.64;10.19;0.555495;0.463514;1,018,704;0.555495;0.463514;1,018,704
742;Semak Belukar;13;2;11;S.13.2.011;Trema orientale;;3.25;82,915,625;0.762;0.238;Open;4.03;1.39;TRUE;TRUE;;0;;0.3449;FALSE;;0.189;48;0.52;63.65;159,125;159,125;63.65;-0.014;-0.8235294118;-8,235,294,118;0;1,159;0.61;2,065;13.08;8.54;21.62;130,784;0.854488;2,161,718;130,784;0.854488;2,161,718
743;Semak Belukar;13;2;12;S.13.2.012;Prasoxylon excelsum;;1.12;0.984704;0.762;0.238;Open;61.02;28.6;TRUE;TRUE;476,534;2382.67;83.31;0.4687;TRUE;92;0.418;50;0.46;9.13;22,825;22,825;9.13;0.06;3,529,411,765;3,529,411,765;3,529,411,765;1,294;0.701;1,651;14.55;10.00;24.54;1,454,811;0.999698;2,453,808;1,454,811;0.999698;2,453,808
744;Semak Belukar;13;2;13;S.13.2.013;Mallotus mollissimus;;1.27;12,661,265;0.762;0.238;Open;13.88;5.21;TRUE;TRUE;236.89;1184.45;227.34;0.3754;FALSE;;0.375;50;0.46;18.48;4.62;4.62;18.48;0.077;4,529,411,765;4,529,411,765;4,529,411,765;2,413;1,426;3,109;26.81;21.36;48.16;2,680,916;2,136,256;4,815,746;2,680,916;2,136,256;4,815,746
745;Semak Belukar;13;2;14;S.13.2.014;Mallotus mollissimus;;0.98;0.753914;0.762;0.238;Open;13.08;3.72;TRUE;TRUE;128.37;385.11;103.52;0.2844;FALSE;;0.317;50;0.46;31.09;77,725;77,725;31.09;0.086;5,058,823,529;5,058,823,529;5,058,823,529;2,447;1,243;3.02;27.73;17.01;44.73;2,773,323;1,701,274;4,473,354;2,773,323;1,701,274;4,473,354
746;Semak Belukar;13;2;15;S.13.2.015;Acacia mangium;;1.4;15,386;0.762;0.238;Open;12.22;3;TRUE;TRUE;64,102;320.51;106.84;0.2455;TRUE;79;0.141;49;0.475;70.32;17.58;17.58;70.32;-0.021;-1,235,294,118;-1,235,294,118;0;2,306;1,161;3,145;26.16;15.79;41.95;2,616,311;1,579,482;4,194,632;2,616,311;1,579,482;4,194,632
747;Pusrehut;1;1;22;P.01.1.022;Ficus geocharis;;0.56;0.246176;0.137;0.795;Closed;1.92;0.6;FALSE;TRUE;41,338;206.69;344.48;0.3125;FALSE;;;;;;;;;;;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
748;Pusrehut;1;1;8;P.01.1.008;Aporosa grandistipula;;0.71;0.3957185;0.137;0.795;Closed;7.93;2.31;TRUE;TRUE;83.8;335.2;145.11;0.2913;TRUE;94;0.618;58;0.323;-91.33;-228,325;0;0;0.033;1,941,176,471;1,941,176,471;1,941,176,471;0.979;0.753;1.61;10.41;12.66;23.06;1,040,773;1,266,198;2,306,218;1,040,773;1,266,198;2,306,218
749;Pusrehut;1;1;40;P.01.1.040;Madhuca kingiana;;0.84;0.553896;0.137;0.795;Closed;22.9;7.44;FALSE;TRUE;2,376,766,667;713.03;95.84;0.3249;TRUE;33;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
750;Pusrehut;1;1;42;P.01.1.042;Anaxagorea javanica;;0.28;0.061544;0.137;0.795;Closed;4.39;1.5;TRUE;TRUE;53,838;269.19;179.46;0.3417;TRUE;140;0.089;57;0.346;74.28;18.57;18.57;74.28;-0.027;-1,588,235,294;-1,588,235,294;0;1,212;0.905;2,102;12.96;15.05;28.00;1,295,795;1,505,234;2,800,124;1,295,795;1,505,234;2,800,124
751;Pusrehut;1;1;54;P.01.1.054;Boschia griffithii;;0.59;0.2732585;0.137;0.795;Closed;3.6;1.38;TRUE;TRUE;39,104;195.52;141.68;0.3833;TRUE;61;0.035;55;0.481;92.72;23.18;23.18;92.72;-0.113;-6,647,058,824;-6,647,058,824;0;1,026;0.534;2,554;11.59;7.43;19.02;1,159,374;0.742692;1,901,532;1,159,374;0.742692;1,901,532
752;Pusrehut;1;1;70;P.01.1.070;Aporosa nitida;;0.33;0.0854865;0.137;0.795;Closed;2.88;0.88;TRUE;TRUE;539,025;215.61;245.01;0.3056;TRUE;72;0.14;56;0.455;69.23;173,075;173,075;69.23;-0.066;-3,882,352,941;-3,882,352,941;0;1,291;0.739;2,264;14.41;10.88;25.28;1,440,779;1,088,122;2,528,162;1,440,779;1,088,122;2,528,162
753;Pusrehut;1;1;76;P.01.1.076;#N/A;#N/A;#N/A;#N/A;0.137;0.795;Closed;5.47;1.1;FALSE;TRUE;717,425;286.97;260.88;0.2011;FALSE;;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
754;Pusrehut;1;1;89;P.01.1.089;Aporosa grandistipula;;0.48;0.180864;0.137;0.795;Closed;3.87;;TRUE;TRUE;66,625;266.5;#DIV/0!;0.0000;TRUE;143;0.137;57;0.346;60.4;15.1;15.1;60.4;0.003;0.1764705882;1,764,705,882;1,764,705,882;0.801;0.282;0.82;9.41;2.71;12.12;0.941412;0.270912;1,212,042;0.941412;0.270912;1,212,042
755;Pusrehut;1;1;93;P.01.1.093;Mallotus leucodermis;;0.55;0.2374625;0.137;0.795;Closed;7.25;2.01;TRUE;TRUE;91,414;457.07;227.40;0.2772;TRUE;29;0.292;51;0.499;41.48;10.37;10.37;41.48;0.076;4,470,588,235;4,470,588,235;4,470,588,235;2;0.871;2,554;23.06;10.59;33.63;2,305,701;105,859;336,342;2,305,701;105,859;336,342
756;Pusrehut;1;1;130;P.01.1.130;Mallotus leucodermis;;0.68;0.362984;0.137;0.795;Closed;5.73;1.78;TRUE;TRUE;63,008;315.04;176.99;0.3106;TRUE;9;0.262;54;0.463;43.41;108,525;108,525;43.41;;0;0;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
757;Pusrehut;1;1;141;P.01.1.141;Eusideroxylon zwageri;;0.41;0.1319585;0.137;0.795;Closed;6.83;2.3;TRUE;TRUE;62,586;312.93;136.06;0.3367;FALSE;;0.074;60;0.347;78.67;196,675;196,675;78.67;0.126;7,411,764,706;7,411,764,706;7,411,764,706;0.695;0.285;1,355;8.06;3.27;11.33;0.805985;0.32739;113,309;0.805985;0.32739;113,309
758;Pusrehut;1;1;106;P.01.1.106;Discospermum malaccense;;0.32;0.080384;0.137;0.795;Closed;2.86;0.88;TRUE;TRUE;498,925;199.57;226.78;0.3077;TRUE;109;0.181;54;0.463;60.91;152,275;152,275;60.91;-0.05;-2,941,176,471;-2,941,176,471;0;0.642;0.504;1,212;6.80;8.54;15.33;0.679764;0.853704;1,532,964;0.679764;0.853704;1,532,964
759;Pusrehut;1;1;111;P.01.1.111;Eusideroxylon zwageri;;0.44;0.151976;0.137;0.795;Closed;12.2;3.83;TRUE;TRUE;96,044;480.22;125.38;0.3139;FALSE;;0.307;57;0.346;11.27;28,175;28,175;11.27;0.073;4,294,117,647;4,294,117,647;4,294,117,647;0.873;8,408;1,631;-11.53;188.46;176.84;-1,153,042;18,845,756;17,684,306;0;18,845,756;17,684,306
760;Pusrehut;1;1;118;P.01.1.118;Mallotus leucodermis;;0.59;0.2732585;0.137;0.795;Closed;8.87;2.64;TRUE;TRUE;129,958;649.79;246.13;0.2976;TRUE;42;0.193;56;0.455;57.58;14,395;14,395;57.58;0.04;2,352,941,176;2,352,941,176;2,352,941,176;1,005;0.408;1,734;11.67;4.64;16.30;1,166,598;0.46398;163,017;1,166,598;0.46398;163,017
761;Pusrehut;1;1;98;P.01.1.098;Boschia griffithii;;0.53;0.2205065;0.137;0.795;Closed;2.6;0.76;TRUE;TRUE;39,366;196.83;258.99;0.2923;TRUE;89;0.168;60;0.347;51.59;128,975;128,975;51.59;-0.045;-2,647,058,824;-2,647,058,824;0;1,038;0.536;1,967;11.74;7.42;19.15;1,174,076;0.741656;1,915,196;1,174,076;0.741656;1,915,196
762;Pusrehut;1;1;206;P.01.1.206;Syzygium sp2;;0.52;0.212264;0.137;0.795;Closed;7.5;2.82;TRUE;TRUE;103,266;516.33;183.10;0.3760;TRUE;122;0.138;52;0.526;73.76;18.44;18.44;73.76;-0.034;-2;-20;0;0.548;0.205;1,104;6.41;2.13;8.54;0.640815;0.212986;0.853596;0.640815;0.212986;0.853596
763;Pusrehut;1;1;155;P.01.1.155;Eusideroxylon zwageri;;0.38;0.113354;0.137;0.795;Closed;7.65;2.57;TRUE;TRUE;1,196,375;478.55;186.21;0.3359;FALSE;;0.271;52;0.526;48.48;12.12;12.12;48.48;-0.086;-5,058,823,529;-5,058,823,529;0;0.726;0.294;1,156;8.43;3.33;11.76;0.842934;0.333492;1,176,132;0.842934;0.333492;1,176,132
764;Pusrehut;1;1;158;P.01.1.158;Eusideroxylon zwageri;;0.88;0.607904;0.137;0.795;Closed;13.72;4.72;TRUE;TRUE;1,457,575;583.03;123.52;0.3440;FALSE;;0.119;53;0.478;75.1;18,775;18,775;75.1;-0.059;-3,470,588,235;-3,470,588,235;0;0.799;0.501;1,193;8.80;7.73;16.53;0.879961;0.773358;1,652,818;0.879961;0.773358;1,652,818
765;Pusrehut;1;1;170;P.01.1.170;Discospermum malaccense;;0.45;0.1589625;0.137;0.795;Closed;2.35;0.71;TRUE;TRUE;24,486;122.43;172.44;0.3021;TRUE;126;0.189;55;0.481;60.71;151,775;151,775;60.71;0.15;8,823,529,412;8,823,529,412;8,823,529,412;0.979;0.753;1.61;10.41;12.66;23.06;1,040,773;1,266,198;2,306,218;1,040,773;1,266,198;2,306,218
766;Pusrehut;1;1;190;P.01.1.190;Ficus geocharis;;0.41;0.1319585;0.137;0.795;Closed;1.67;0.52;TRUE;TRUE;28,146;140.73;270.63;0.3114;FALSE;;0.074;53;0.478;84.52;21.13;21.13;84.52;-0.007;-0.4117647059;-4,117,647,059;0;2.16;1.43;2,642;23.59;22.64;46.21;235,853;226,382;462,092;235,853;226,382;462,092
767;Pusrehut;1;1;176;P.01.1.176;Eusideroxylon zwageri;;0.43;0.1451465;0.137;0.795;Closed;10;3.45;TRUE;TRUE;141,715;566.86;164.31;0.3450;FALSE;;0.004;59;0.338;98.82;24,705;24,705;98.82;0.061;3,588,235,294;3,588,235,294;3,588,235,294;1,036;0.508;2,205;11.79;6.78;18.57;1,179,068;0.678472;1,857,032;1,179,068;0.678472;1,857,032
768;Pusrehut;1;1;196;P.01.1.196;Eusideroxylon zwageri;;0.43;0.1451465;0.137;0.795;Closed;7.53;2.39;TRUE;TRUE;92,015;368.06;154.00;0.3174;FALSE;;0.063;58;0.323;80.5;20,125;20,125;80.5;0.002;0.1176470588;1,176,470,588;1,176,470,588;0.842;0.408;2,201;9.60;5.40;14.99;0.959588;0.540264;1,499,444;0.959588;0.540264;1,499,444
769;Pusrehut;1;2;14;P.01.2.014;Monoon sp.;6;1.91;28,637,585;0.137;0.795;Closed;8.42;3.35;TRUE;TRUE;86,478;432.39;129.07;0.3979;TRUE;85;0.245;57;0.346;29.19;72,975;72,975;29.19;0.087;5,117,647,059;5,117,647,059;5,117,647,059;1,737;0.986;2,801;19.41;14.45;33.85;1,940,756;1,445,024;3,384,794;1,940,756;1,445,024;3,384,794
770;Pusrehut;1;2;7;P.01.2.007;Kokoona reflexa;4;1.27;12,661,265;0.137;0.795;Closed;1.7;0.54;TRUE;TRUE;21,532;107.66;199.37;0.3176;TRUE;56;0.092;55;0.481;80.87;202,175;202,175;80.87;-0.012;-0.7058823529;-7,058,823,529;0;2,755;2,666;3,508;27.82;48.16;75.95;2,781,696;48,158;759,483;2,781,696;48,158;759,483
771;Pusrehut;1;2;27;P.01.2.027;Stemonurus malaccensis;;0.78;0.477594;0.137;0.795;Closed;7.16;2.7;FALSE;TRUE;54,436;272.18;100.81;0.3771;FALSE;;;;0.443;100;25;25;100;0.037;2,176,470,588;2,176,470,588;2,176,470,588;;;;0.00;0.00;0.00;0;0;0;0;0;0
772;Pusrehut;1;2;72;P.01.2.072;Discospermum malaccense;12;3.82;11,455,034;0.137;0.795;Closed;7.63;1.86;TRUE;TRUE;61,828;309.14;166.20;0.2438;TRUE;57;0.104;53;0.478;78.24;19.56;19.56;78.24;-0.033;-1,941,176,471;-1,941,176,471;0;0.921;0.377;0.648;10.68;4.32;15.00;1,068,257;0.432302;1,500,182;1,068,257;0.432302;1,500,182
773;Pusrehut;1;2;74;P.01.2.074;Syzygium sp1;;1.81;25,717,385;0.137;0.795;Closed;5.6;2.31;TRUE;TRUE;42,944;214.72;92.95;0.4125;TRUE;154;0.089;58;0.323;72.45;181,125;181,125;72.45;0.009;0.5294117647;5,294,117,647;5,294,117,647;0.784;0.3;0.942;9.15;3.20;12.35;0.91498;0.320088;1,234,768;0.91498;0.320088;1,234,768
774;Pusrehut;1;2;93;P.01.2.093;Eusideroxylon zwageri;;0.42;0.138474;0.137;0.795;Closed;14.89;5.18;TRUE;TRUE;1,917,066,667;575.12;111.03;0.3479;FALSE;;0.01;56;0.455;97.8;24.45;24.45;97.8;-0.065;-3,823,529,412;-3,823,529,412;0;1,432;0.718;3.28;16.25;9.74;25.99;1,625,498;0.974044;2,598,824;1,625,498;0.974044;2,598,824
775;Pusrehut;1;2;102;P.01.2.102;sp3;;3.2;80,384;0.137;0.795;Closed;14.11;4.6;TRUE;TRUE;98,122;490.61;106.65;0.3260;TRUE;61;-0.013;60;0.347;103.75;259,375;259,375;100;-0.036;-2,117,647,059;-2,117,647,059;0;0.539;0.195;1,438;6.32;1.94;8.26;0.632075;0.194298;0.826178;0.632075;0.194298;0.826178
776;Pusrehut;1;2;58;P.01.2.058;#N/A;#N/A;#N/A;#N/A;0.137;0.795;Closed;27.49;;FALSE;FALSE;;0;#DIV/0!;0.0000;FALSE;;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
777;Pusrehut;1;2;108;P.01.2.108;Baccaurea sp1;;3.84;11,575,296;0.137;0.795;Closed;19.51;5.87;TRUE;TRUE;89,174;445.87;75.96;0.3009;TRUE;24;0.055;55;0.481;88.57;221,425;221,425;88.57;0.025;1,470,588,235;1,470,588,235;1,470,588,235;0.227;0.176;0.751;2.41;2.97;5.38;0.240946;0.296804;0.537574;0.240946;0.296804;0.537574
778;Pusrehut;1;2;401;P.01.2.401;sp4;10;3.18;7,938,234;0.137;0.795;Closed;16.53;12.19;TRUE;TRUE;213,394;1066.97;87.53;0.7374;FALSE;;0.208;52;0.526;60.46;15,115;15,115;60.46;0.063;3,705,882,353;3,705,882,353;3,705,882,353;2.73;1,939;3,238;29.46;31.63;61.06;2,945,509;316,267;610,624;2,945,509;316,267;610,624
779;Pusrehut;1;2;110;P.01.2.110;Galearia fulva;;0;0;0.137;0.795;Closed;6.06;2.08;FALSE;TRUE;54,268;271.34;130.45;0.3432;TRUE;204;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
780;Pusrehut;1;2;123;P.01.2.123;Eusideroxylon zwageri;;3.28;8,445,344;0.137;0.795;Closed;30.95;11.93;TRUE;TRUE;205,524;1027.62;86.14;0.3855;FALSE;;0.064;54;0.463;86.18;21,545;21,545;86.18;0.01;0.5882352941;5,882,352,941;5,882,352,941;2,488;1,147;3,313;28.51;14.62;43.12;2,851,217;1,462,246;4,312,316;2,851,217;1,462,246;4,312,316
781;Pusrehut;1;2;128;P.01.2.128;Eusideroxylon zwageri;;3.96;12,310,056;0.137;0.795;Closed;14.69;4.8;TRUE;TRUE;86,816;434.08;90.43;0.3268;FALSE;;0.249;59;0.338;26.33;65,825;65,825;26.33;0.029;1,705,882,353;1,705,882,353;1,705,882,353;0.918;0.419;1.49;10.53;5.30;15.83;1,053,149;0.529886;1,582,616;1,053,149;0.529886;1,582,616
782;Pusrehut;1;2;142;P.01.2.142;Barringtonia sp.;;1.12;0.984704;0.137;0.795;Closed;16.75;6.94;TRUE;TRUE;163.61;818.05;117.87;0.4143;TRUE;10;-0.036;56;0.455;107.91;269,775;269,775;100;0.047;2,764,705,882;2,764,705,882;2,764,705,882;2,331;1.71;3,224;25.00;28.25;53.24;250,038;2,824,992;5,323,662;250,038;2,824,992;5,323,662
783;Pusrehut;1;2;160;P.01.2.160;Boschia griffithii;;1.08;0.915624;0.137;0.795;Closed;3.94;1.68;FALSE;TRUE;30,904;154.52;91.98;0.4264;TRUE;51;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
784;Pusrehut;1;2;166;P.01.2.166;sp5;;1.15;10,381,625;0.137;0.795;Closed;11.81;4.11;FALSE;TRUE;107,766;538.83;131.10;0.3480;TRUE;42;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
